100 4.0 0.0 1.0 5.0 5.0 0.0 2.0 0.0 0.0 1.0 0.0 1.0 3.0 0.0 0.0 0.0 2.0 2.0 0.0 2.0 2.0 1.0 1.0 1.0 0.0 0.0 4.0 0.0 1.0 3.0 2.0 0.0 0.0 1.0 0.0 1.0 0.0 3.0 2.0 0.0 1.0 0.0 0.0 1.0 1.0 1.0 4.0 3.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 3.0 2.0 1.0 0.0 0.0 0.0 2.0 3.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 2.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
105 7.0 0.0 3.0 16.0 7.0 2.0 6.0 1.0 5.0 2.0 3.0 1.0 3.0 0.0 3.0 2.0 1.0 1.0 5.0 6.0 8.0 3.0 5.0 4.0 2.0 1.0 2.0 4.0 4.0 5.0 6.0 1.0 0.0 7.0 0.0 3.0 3.0 2.0 8.0 3.0 2.0 4.0 4.0 6.0 6.0 5.0 7.0 1.0 2.0 1.0 5.0 3.0 1.0 1.0 5.0 6.0 1.0 4.0 5.0 5.0 1.0 9.0 4.0 3.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 2.0 2.0 0.0 0.0 2.0 0.0 1.0 0.0 0.0 0.0 0.0 2.0 2.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0 2.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 2.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
110 25.0 5.0 6.0 38.0 13.0 4.0 10.0 6.0 8.0 7.0 16.0 10.0 5.0 3.0 7.0 3.0 10.0 4.0 13.0 6.0 13.0 12.0 7.0 3.0 12.0 9.0 3.0 5.0 11.0 11.0 17.0 5.0 0.0 5.0 2.0 8.0 6.0 4.0 17.0 4.0 4.0 13.0 7.0 15.0 5.0 4.0 10.0 2.0 3.0 2.0 10.0 5.0 5.0 4.0 6.0 8.0 8.0 7.0 15.0 11.0 2.0 11.0 12.0 8.0 6.0 2.0 1.0 0.0 8.0 6.0 1.0 6.0 0.0 5.0 4.0 0.0 1.0 5.0 5.0 0.0 3.0 2.0 1.0 1.0 0.0 5.0 1.0 2.0 3.0 1.0 0.0 0.0 3.0 3.0 1.0 0.0 0.0 1.0 3.0 5.0 6.0 3.0 0.0 5.0 1.0 1.0 1.0 2.0 4.0 1.0 2.0 1.0 4.0 0.0 1.0 5.0 0.0 3.0 0.0 0.0 3.0 4.0 3.0 2.0 0.0 2.0 2.0 5.0
115 100.0 20.0 20.0 153.0 81.0 26.0 38.0 17.0 51.0 17.0 21.0 21.0 18.0 10.0 19.0 17.0 26.0 28.0 28.0 26.0 56.0 36.0 37.0 29.0 13.0 18.0 17.0 23.0 59.0 45.0 42.0 14.0 6.0 22.0 6.0 33.0 15.0 26.0 56.0 17.0 22.0 23.0 20.0 50.0 32.0 24.0 53.0 15.0 26.0 14.0 16.0 16.0 21.0 13.0 25.0 27.0 13.0 21.0 26.0 40.0 8.0 65.0 26.0 26.0 6.0 3.0 2.0 7.0 8.0 8.0 6.0 11.0 2.0 4.0 14.0 7.0 2.0 2.0 4.0 3.0 6.0 6.0 6.0 11.0 1.0 7.0 5.0 4.0 8.0 12.0 1.0 2.0 9.0 7.0 2.0 0.0 4.0 0.0 7.0 5.0 10.0 12.0 4.0 9.0 3.0 13.0 0.0 6.0 7.0 10.0 7.0 3.0 7.0 3.0 9.0 14.0 4.0 10.0 8.0 2.0 3.0 4.0 11.0 2.0 10.0 4.0 3.0 9.0
120 220.0 116.0 92.0 511.0 215.0 133.0 138.0 102.0 131.0 94.0 124.0 115.0 106.0 70.0 91.0 78.0 124.0 101.0 142.0 141.0 189.0 122.0 118.0 133.0 121.0 126.0 104.0 98.0 173.0 162.0 186.0 70.0 14.0 115.0 42.0 158.0 73.0 116.0 193.0 108.0 118.0 122.0 154.0 187.0 168.0 133.0 194.0 62.0 125.0 76.0 122.0 63.0 68.0 103.0 89.0 110.0 84.0 123.0 136.0 143.0 72.0 215.0 134.0 133.0 9.0 12.0 15.0 31.0 12.0 27.0 18.0 36.0 6.0 18.0 26.0 13.0 19.0 11.0 23.0 4.0 18.0 17.0 10.0 18.0 5.0 27.0 9.0 12.0 9.0 38.0 12.0 4.0 22.0 19.0 9.0 12.0 11.0 10.0 12.0 18.0 26.0 43.0 15.0 24.0 20.0 20.0 13.0 15.0 20.0 17.0 17.0 19.0 15.0 8.0 16.0 33.0 8.0 20.0 8.0 4.0 7.0 15.0 37.0 5.0 6.0 15.0 14.0 19.0
125 652.0 246.0 209.0 1336.0 522.0 330.0 345.0 246.0 379.0 243.0 279.0 286.0 220.0 164.0 285.0 228.0 315.0 250.0 331.0 317.0 434.0 337.0 290.0 366.0 244.0 260.0 291.0 242.0 435.0 367.0 447.0 191.0 92.0 290.0 136.0 328.0 239.0 280.0 558.0 276.0 278.0 271.0 343.0 510.0 381.0 237.0 449.0 228.0 319.0 189.0 291.0 201.0 191.0 271.0 241.0 276.0 235.0 323.0 363.0 407.0 181.0 580.0 320.0 273.0 76.0 54.0 101.0 151.0 108.0 158.0 73.0 138.0 24.0 106.0 147.0 85.0 62.0 92.0 60.0 42.0 109.0 116.0 75.0 88.0 23.0 149.0 30.0 63.0 49.0 139.0 35.0 27.0 156.0 133.0 72.0 27.0 93.0 44.0 39.0 130.0 100.0 171.0 93.0 101.0 110.0 112.0 47.0 109.0 106.0 155.0 92.0 111.0 107.0 39.0 107.0 181.0 46.0 138.0 67.0 29.0 58.0 99.0 159.0 43.0 64.0 65.0 66.0 102.0
130 3730.0 1527.0 1720.0 8654.0 3428.0 2115.0 2308.0 1798.0 2437.0 1489.0 2019.0 1846.0 1782.0 1033.0 1711.0 1242.0 2492.0 1882.0 2384.0 2463.0 2930.0 2638.0 2006.0 2607.0 1861.0 2206.0 2206.0 1661.0 3222.0 2447.0 3405.0 1084.0 344.0 1969.0 730.0 2577.0 1465.0 1966.0 4277.0 1880.0 1746.0 1833.0 1976.0 3450.0 2278.0 1763.0 3524.0 1207.0 2468.0 1177.0 2099.0 1056.0 963.0 1590.0 1214.0 1936.0 1318.0 2225.0 2678.0 2985.0 1007.0 4266.0 2433.0 1752.0 235.0 198.0 263.0 360.0 278.0 409.0 185.0 366.0 158.0 279.0 388.0 273.0 233.0 233.0 193.0 164.0 235.0 284.0 232.0 275.0 128.0 380.0 143.0 195.0 181.0 315.0 171.0 125.0 365.0 323.0 195.0 124.0 319.0 219.0 273.0 414.0 369.0 552.0 347.0 354.0 392.0 514.0 249.0 397.0 253.0 584.0 286.0 394.0 285.0 224.0 340.0 497.0 296.0 438.0 267.0 201.0 250.0 293.0 537.0 249.0 321.0 301.0 269.0 337.0
135 9497.0 6233.0 6163.0 24520.0 8965.0 8121.0 7857.0 6741.0 7539.0 6482.0 7500.0 7041.0 6389.0 5639.0 6995.0 6138.0 7955.0 6462.0 7735.0 7952.0 9339.0 7990.0 6939.0 9083.0 6864.0 7525.0 7965.0 6816.0 9369.0 8164.0 11528.0 5488.0 2778.0 7389.0 5157.0 8006.0 7318.0 7745.0 12321.0 7629.0 7534.0 7442.0 9038.0 9297.0 9005.0 7702.0 9932.0 7032.0 7870.0 6202.0 7638.0 6474.0 6117.0 8074.0 6533.0 7141.0 6891.0 8706.0 9764.0 10315.0 6502.0 11688.0 8710.0 7478.0 857.0 671.0 1257.0 1614.0 1060.0 1795.0 607.0 1735.0 441.0 974.0 1771.0 890.0 715.0 795.0 616.0 463.0 1094.0 1352.0 710.0 985.0 307.0 1711.0 384.0 734.0 492.0 1657.0 502.0 384.0 1604.0 1327.0 735.0 380.0 2138.0 1214.0 1013.0 2721.0 2309.0 3750.0 1878.0 2084.0 2199.0 2469.0 1139.0 2049.0 1813.0 3348.0 2067.0 2555.0 2017.0 907.0 1971.0 3291.0 1271.0 2337.0 1563.0 903.0 1236.0 2168.0 3182.0 911.0 1481.0 1599.0 1305.0 1885.0
140 45598.0 27674.0 29421.0 90495.0 43954.0 35343.0 35068.0 32072.0 32393.0 28580.0 31556.0 29769.0 28528.0 26008.0 32856.0 25413.0 38454.0 29797.0 38584.0 39718.0 35323.0 42744.0 29565.0 45328.0 30189.0 44566.0 33547.0 31281.0 38822.0 36673.0 49204.0 24948.0 17383.0 26144.0 20813.0 28721.0 26749.0 25491.0 47597.0 28248.0 25990.0 25059.0 29051.0 36952.0 31206.0 26740.0 37201.0 24271.0 34466.0 23291.0 29364.0 23774.0 22472.0 29446.0 22118.0 29552.0 23588.0 34785.0 33436.0 39116.0 23590.0 44719.0 37365.0 26878.0 4958.0 5451.0 6112.0 7117.0 5580.0 9001.0 4567.0 7608.0 4001.0 6189.0 7965.0 7247.0 5368.0 4973.0 5214.0 4475.0 6094.0 6557.0 5309.0 6980.0 3024.0 8009.0 3619.0 5873.0 4388.0 7385.0 4746.0 3676.0 7710.0 7370.0 5844.0 3515.0 9141.0 7018.0 8328.0 10045.0 9513.0 11252.0 8619.0 9330.0 8855.0 15043.0 7379.0 9585.0 8096.0 16264.0 8493.0 10292.0 8168.0 6466.0 8930.0 11270.0 9329.0 10076.0 8219.0 6420.0 7298.0 9068.0 10576.0 6665.0 9887.0 8436.0 7645.0 8741.0
145 17601906.0 17581989.0 17580396.0 17528688.0 17575775.0 17541981.0 17563212.0 17545270.0 17559924.0 17544964.0 17557569.0 17542969.0 17562433.0 17566470.0 17565661.0 17545148.0 17564673.0 17556857.0 17563523.0 17558144.0 17528712.0 17556759.0 17533250.0 17550869.0 17535837.0 17556493.0 17530450.0 17548673.0 17526767.0 17547614.0 17550398.0 17555763.0 17569493.0 17564043.0 17568774.0 17548990.0 17567447.0 17545205.0 17555714.0 17550225.0 17560370.0 17546110.0 17558974.0 17546262.0 17559853.0 17562592.0 17556430.0 17550404.0 17564263.0 17563589.0 17562503.0 17562301.0 17550393.0 17561451.0 17542667.0 17557622.0 17545776.0 17559267.0 17537560.0 17552693.0 17545617.0 17549292.0 17560147.0 17556651.0 1076666.0 1088957.0 1093605.0 1136284.0 1077733.0 1138399.0 1049889.0 1135918.0 1042609.0 1058574.0 1139294.0 1095573.0 1053834.0 1029871.0 1085841.0 1062938.0 1110550.0 1073653.0 1049182.0 1077517.0 993995.0 1073946.0 1003439.0 1065833.0 1018907.0 1105115.0 1040161.0 1032412.0 1089221.0 1088552.0 1069562.0 1010982.0 8586362.0 8532054.0 8525222.0 8532640.0 8521421.0 8520008.0 8516460.0 8520382.0 8499499.0 8504233.0 8510409.0 8478447.0 8522965.0 8542055.0 8536742.0 8519573.0 8510536.0 8480201.0 8511528.0 8508505.0 8486086.0 8495623.0 8508749.0 8490468.0 8455605.0 8541238.0 8472293.0 8473677.0 8478446.0 8496834.0 8480074.0 8493456.0
